label,text
Input,My speech on why Labour must return to our roots & put power in people's hands - watch  & read
Input,"BREAKING: PWC, who Margaret Hodge condemned just weeks ago, gave almost £400,000 to Labour in the last quarter"
Input,.@claire4devizes refused to answer @jreynoldsMP's questions on electrification costs this morning. Now we know why:
Input,Equality is about more than tax and spend. It's about how we are treated. Dignity. Power in people's hands. #fb  Quoted: I remember the optimism of my first vote in 1992- and the devastation when we lost. And this is what I did next:
Input,@1AnneMcCormack  you are totally wrong about this Anne. It is very exciting and exactly what Labour means by people powered public services.
Input,My speech tonight at  @incontrolorg dinner. How people power transforms lives+ is at heart of Labours future vision.
Input,"Labour reveals 800,000 missing from the electoral register @GloriaDePiero"
Input,It's time for a woman to lead the #Labour Party - I'm proudly backing @YvetteCooperMP -
Input,Washington: President Obama should respect the UK's right to leave the EU. The US would not accept sub-sovereignty.
Input,@EUintheUS ironically the US would never cede sovereignty to a supra-national body like the EU and rightly so!
Input,"If you are planning to submit evidence to @EricPickles review of electoral fraud, you only have until 8 Oct:"
Input,.@democraticaudit contribution to @ericpickles review on electoral fraud takes no prisoners. Scary.
Input,It's International Anti-Corruption Day. Electoral fraud must be part of the programme.
Input,"Police investigating allegations of 10 reports of electoral fraud in Glasgow, @KayBurley reports"
Input,Electoral Fraud is just plain wrong BBC News - Great Yarmouth UKIP election fraud trial: Matthew Smith pleads guilty
Input,"Read British hero & former Para @DanJarvisMP explain why ""idea only Ukip could speak for Britain grossly offensive"""
Input,"IDS right to point out that 95% of British businesses don't trade with the EU, but 100% have to comply with the red tape @MarrShow"
Input,"If Labour has the chance to form a government, we'll  have a constitutional duty to accept, says @lukeakehurst"
Input,New Constitutional Reform Minister role means I can get cracking on my English votes for English laws election pledge
Input,"Today nominations close for #DiscoverDemocracy awards. Congrats all applicants. Your voices are the future, well done for getting them heard"
Output,Despite 'yo-yo’ weather South West Tourism at a record high: Of course!
Output,RT “The NHS isn’t safe in his hands” @Ed_Miliband :   Spot on!  #Toryfail
Output,Wrong that ppl can be charged £30 2 exit deal from 1 of #big6 makes switching cost money. @uklabour's price freeze is needed #freezethatbill
Output,"The evidence points to the Living Wage being good for employees, good for business, good for the economy and good for society."
Output,Women could be put at risk by taxi changes - MP says: WOMEN could be put at serious risk by Government taxi re...
Output,"#Budget 2014 – ""You’re £1,600 worse off thanks to George Osborne and the Tories"" says @edballsmp"
Output,"As energy prices fall, independent experts say Miliband's energy freeze wld = higher prices!"
Output,Labour have announced proposals for a levy on football clubs -  higher ticket prices for ordinary people wanting to watch our national sport
Output,My priority is helping Londoners with the soaring cost of housing. We must stop the Tories' damaging #housingBill.
Output,".@SyedKamall is right, the opportunity for #Brexit is once in a lifetime. Let’s spread that message to others before 23rd June @ecrgroup"
Output,"'The PM made clear that we will protect all of the pensioner benefits... means-testing [doesn't] raise any money', says @AlecShelbrooke."
Output,Labour's energy chief says Ed Miliband’s Government would up fuel duty:
Output,"Great to have 71% more apprentices in Windsor since 2010, thx to @Conservatives #LongTermEconomicPlan:  @ExpressSeries"
Output,Pleased to pass regs so GMC & others can continue to ensure that healthcare have adequate English to work effectively @UKParliament @gmcuk
Output,"#Budget2015 Good for business, taxpayers, savers & social mobility in #Windsor:  @Conservatives @ExpressSeries"
Output,Delighted for the millions of working people who'll be lifted out of tax or enjoy a tax cut in this year's budget #Budget2016 @conservatives
Output,"Positive plans to train #Mandarin speakers, so UK can trade with the world. Congrats @Director_IoD & @IoD_CI:"
Output,"Positive words @matthancockmp. Govt inspiring more young people to take up maths, science & engineering @STEMtechUK:"
Output,"Refreshing idea to turn London, Oxford, Cambridge into Life Sciences powerhouse, unleashing innovation @MayorofLondon"
Output,"Britain overtakes Germany as the most attractive place to #invest in Europe, according to @MarkGregoryEY at @EY_UKI:"
Output,This ONS graph is the big one for the Tories. Household disposable income exceeds 2010 levels for first time #GE2015
Output,"Official plans reveal David Cameron will axe 2,000 nurses over 4 years if he wins General Election"
Output,"Good to speak on a cross-party platform tonight for a safer, stronger & more prosperous future outside the EU @Grassroots_Out @vote_leave"
Output,Manchester Airport: Two Faced Tories exposed arguing against better train links for North Wales
Output,Manchester Airport: Railways: Two Faced Tories putting the block on better links from North Wales
Output,It is scandalous that schools are 'feeding and clothing pupils.' Yet another manifestation of the #Tory legacy
Output,Labour announcement on business rates today;buried within confirmation that they will raise corporation tax which could cost 96k jobs
Output,A Labour govt will: Raise the min. wage Ban exploitative zero hours contracts Guarantee jobs for young people Build more homes Save the NHS
Output,We need big change. We need to be a country that works for everyone again. Labour will deliver that change. #6monthstowin
Output,"·         Cameron: Having rescued our economy and set Britain back on her feet, now is our chance to truly finish the job #VoteConservative"
Output,Excellent speech by @David_Cameron today. Lower taxes for the lower paid & 3m apprenticeships. Now we must win the election @Conservatives.
Output,And my thanks to staff at the Royal Borough of Windsor & Maidenhead for delivering the services we need locally. It's appreciated. @RBWM
Output,New runway at Gatwick best for local people: 1 affected for every 70 at Heathrow  @LGWobviously via @spectator
Output,New runway at Gatwick best for consumers: prices would fall with increased competition for Heathrow @LGWobviously
Output,The only way to keep the recovery on track and build a stronger economy now & for generations to come is to #VoteConservative on May 7
Output,"Listening to Ed's manifesto, remind me has any Labour Government ever left office with unemployment lower than when it came in?#1000jobsaday"
Output,"A Labour Government would mean more borrowing, more debt and more taxes - taking us back to square one. My video:"
Output,UK must be first to welcome Digital currencies to cut costs & boost jobs #LongTermEconomicPlan:  @bitcoininfo @Bitcoin
Output,Conservatives must reignite social mobility:  @rncftweets via @ConWayFor
Output,"Thousands of jobs, millions in investment AND Swansea Bay tidal lagoon would need 370,000 tons of steel @Simonhartmp tells HoC"
Output,"Chancellor has now announced Sixth form colleges can convert to academy status - great for post-16, MATs & funding.  Quoted: Sixth-form colleges should be free to convert to academy status to work closer with schools, says @stroud_neil  #FE"
Output,Over 90% of solar panels installed since Conservatives came to power in 2010. Success in promoting renewable energy.  Quoted: @stroud_neil Why are you not voting to protect your community from #climatechange? #stroud
Output,Thrilled with 840 (+140 year on year) new apprenticeships in Stroud including 160 (+50) in engineering @Festomane @ApprenticeAPPG @GFirstLEP
Output,"EU deal for UK prioritises competition, trade & investment while strengthening vital opt-outs @StrongerIn @reformineurope @conseuropegroup"
Output,Deal is a firm basis to campaign to remain in a reforming EU - very good news for global trade @StrongerIn @reformineurope @conseuropegroup
Output,"Deal good for UK economic growth, national security & global leadership @reformineurope @CamdeninEurope @StrongerIn  Quoted: NEW: David Cameron says UK remaining in the EU is ""best for our future"" after reform deal."
Output,Strong & effective deal for UK's continued membership of EU; congratulations @Number10gov - @StrongerIn @conseuropegroup @reformineurope
Output,Distressing report out today by @ChildrensComm about children's exposure to porn. Highlights the need for sex and relationships education.
Output,"Teenage boys are now 50% more likely than girls to underachieve in maths, reading and science"
Output,A million people in the past year resorted to a foodbank – a twenty fold increase since the election
Output,"Couple with two kids and one parent working full time on average earnings would lose £2k+ in tax credits, Labour calculates"
Output,More local govt cuts on the way. 10% will mean another £20 million for Sefton assuming it's not weighted against urban councils. It's wrong!
Output,"Great that #equalmarriage becomes law tomorrow. A shame that dinosaur Southport ""liberal"" @johnpughmp opposed it."
Output,Labour pledges cancer test wait cut
Output,A vote for UKIP is a vote for increased privatisation in the NHS #ToriesthanTories
Output,Yes to 1 trillion £ to bail out the banks.  No to 1% pay rise for NHS staff. Doesn't seem quite right or fair or am I missing something?
Output,". #Tories double the debt. Borrowed MORE than all Labour Govts EVER. shh  sh Don't tell The Mail, Express etc"
Output,"Listened to Ed Miliband's speech. Not one mention of how he would pay off the debt, only how he would tax you & spend more of your money"
Output,Formidable gathering of Conservative MPs at 1922 Committee tremendous speech by PM outlining bold plans determined to deliver #getitdone
Output,As if we didn't have enough already - here comes another Labour stealth tax
Output,New figures show that the number of people claiming Jobseeker’s Allowance has fallen below one million for the first time since 2008.
Output,"Since 2010 3,570 people have started an apprenticeship in Southampton Itchen, giving young people the chance  to gain valuable skills."
Output,"For more jobs, lower deficit, competence & to continue with the economic plan: Vote @Conservatives #GE2015"
Output,Very proud to see a @Conservatives Chancellor deliver plans for a national living wage set to reach £9 per hour by 2020 #onenation
Output,Pleased that £4 million plan to upgrade Emergency Dept at WRH & deliver new discharge suite has been approved & funded - vital improvements
Output,"@the_brc @Telegraph rightly so in my view & I hope that the govt review delivers real reform, #businessrates need to better support growth"
Output,"PM: While Labour ""run off to the hills"" we will be absolutely in the common ground delivering for the working people of Britain #Marr"
Output,UK employment rate at 73.6% - HIGHEST since records began. Our #LongTermPlan is delivering security & opportunity for working people
Output,Peter Mandleson says British EU car exports could face 20% tariff without single market agreement. But average WTO tariff in goods is 3/4%.
Output,UK paid £647 million to European countries for health costs last year – but received only £49 million in return:
Output,Major boost for 'Leave' campaign as UK exports outside Europe soar  via @MailOnline
Output,"UK paid France £147,685,772 in 2015. France paid UK: £6,730,292"
Output,This is big league stuff as our energy security is hanging in the balance after gvt started closing down coal   Quoted: EDF finance chief quits over Hinkley Point
Output,"George Osborne on European Court of Justice’s decision to annul ECB location policy: ""This is a major win for Britain"""
Output,The opening of the new £23m hospital is a great moment for Dover after a long community campaign @doverexpress
Output,A landmark Budget and a great moment for social justice. A National Living Wage introduced by a Tory government.....extraordinary.
Output,Have young kids? @David_Cameron will double the free child care from 15 to 30 hours! #30hrs #VoteConservative
Output,Britain is committed to @NATO 2 percent target this decade. Great news from a @Conservatives government. This is vital for #defence
Output,"Watch #MysticEd, the world's worst clairvoyant and his 3 years of failed predictions  #sameoldlabour #voteconservative"
Output,ONS figures out today show crime is down 10% in Sussex thanks to hardworking local police officers @sussex_police #crimeisfalling
Output,Delighted to hear crime is down 13% in Hastings and Rye. All thanks to hard work of local police. Find out more here
Output,Welcome news that the Government will finally apply to the EU Solidarity Fund for flood relief after Urgent Question from @ACunninghamMP
Output,"The jobs recovery continues with small business to create 660,000 new jobs over next yr"
Output,Welcome news that the Government will finally apply to the EU Solidarity Fund for flood relief after Urgent Question from @ACunninghamMP
Output,"Quitting EU would negatively affect lives of millions, official UK report says"
Output,"EU referendum: Brexit bad for UK, Europe and the world, warns OECD"
Output,"I’m proud that #EU protects #nature in #green olive farms, says @KarmenuVella"
Output,UK Gov urged French authorities to end the #Calais strikes. Mission accomplished. #OpStack
Output,"Welcome doubling of housing budget to build 400,000 more homes people can afford #spendingreview"
Output,Stephen Crabb makes his debut as DWP and says PIP changes will not go ahead and no further savings from welfare budgets.
Output,We are also significantly raising the Apprenticeship Minimum Wage to support those earning & learning
Output,How NHS spending per head has fallen under this govt:
Output,"We've cut income tax every year, meaning hard-working taxpayers keep more of their own money"
Output,It’s just wrong that people wait weeks for cancer tests. We’ll guarantee them in seven days.
Output,More good news for jobs in Newark: unemployment fell 10% last month to a new all time low
Output,Warrington MP @mowat4ws writes about our successful work wth Warrington Hospital in today's @warringtonnews
Output,Delighted to learn EU imposing 42 cm size on catching SeaBass nxt month species at risk over fishing destroying thank u EU
Output,"#VJDay vet Gilbert: ""I did three years in Burma, I was 19 yrs old at that time. We had a job and we got it done."""
Output,We'll continue with our #LongTermPlan to provide economic stability & security at every stage of life #QueensSpeech
Output,It's welcome that wages are continuing to rise and more women are in work than ever before. That's why we must stick to our economic plan.
Output,"There are 920,000 more women in work since 2010 and the number of unemployed women has fallen by 73,000 in the year #LongTermEconomicPlan"
Output,1/2 Childcare Bill passed Commons Cttee stage today with full cross party support. #30hourschildcare
Output,"Great news for all of us who campaigned to get the supply of legal highs banned - thinking of past #Swindon cases.  Quoted: Psychoactive Substances Bill passed today banning the sale of so called ""legal highs"" as we called for in our @CommonsHomeAffs report"
Output,Consequences of Tory welfare policies & rise in poverty.   New surge in cases of rickets among Bradford children.
Output,Rents in social housing sector have increased by 20% Since 2010. Rates paid in this sector will be decreased not frozen
Output,"Proud to be @ST_KEYProject new housing for homeless young people, sadly homelessness on the increase under Tory govt"
Output,Just heard great news:unemployment's fallen to lowest level since '08. Thousands more people wt jobs. Let's finish the job #VoteConservative
Output,"Over 44,000 people in Southampton Itchen have seen their taxes cut since 2010. What's not to like about that? #longtermplan"
Output,"Ed Balls says tuition fees cut will reduce national debt by £40bn over 15 years, example of fiscal responsibility."
Output,The next @UKLabour Government will cut tuition fees and increase maintenance grants
Output,Gut-wrenching delays in the processing of new benefit claims are leaving people vulnerable to hunger
Output,Live in Leyton & Wanstead? Suffer from aircraft noise? I am putting something together on Aircraft noise. Please drop me an email
Output,Public sector pay rises capped at 1% for 4 years #budget
Output,"We have created a new Build to Rent Fund, providing finance to support the creation of 10,000 purpose-built private rented sector."
Output,We also want to ensure transparent pricing in #broadband advertising
Output,Leaving the EU would risk Britain's status as a science superpower
Output,Grateful to @coyleneil MP raising @mencap_charity concerns on access to apprenticeships 4 people with a learning disabilities #welfarebill
Output,"First wave of 18 #FreeSchools for this parliament have been announced today - providing 9,000 new school places:"
Output,Good news for the pig industry -deal soon to be signed to send 1000's of pigs trotters from uk to China
Output,£50 million for agri-tech centres at Sandhutton further cementing its position at the forefront of agricultural technology
Output,Only we can and will deliver a referendum on our membership of the EU. Labour and the Lib Dems won’t and UKIP can’t #leadersdebate
Output,Businesses of all sizes are feeling the brunt of #OperationStack and it's costing the local economy dearly @FSBKent.
Output,Great launch of Gateway 2 Growth report @G2G18A in Parliament tonight with MPs @ajonesmp @Jackloprestimp @LiamFoxMP @ben4bath and Luke Hall
Output,"UK home to 1% of world’s population; represents 4% world’s economy; yet pays 7% of welfare spending. Not fair to taxpayers, needs to change"
Output,This proposal by the Port of Dover is not acceptable. I endorse fully @CharlieElphicke in his condemnation of it
Output,@Commonswomequ MPs want action on 'motherhood penalty' - our Committee says Gov't has failed to close gender pay gap
Output,The @Conservatives will take the family home out of inheritance tax #VoteConservative
Output,The tuition fees farce proves Labour isn’t ready to govern | via @Telegraph
Output,We're taking further steps to control benefits -welfare spending now set to be £1bn lower than forecast & will go on falling as share of GDP
Output,"And for those asking, vast majority of jobs created are full-time (see attached)"
Output,"Great news that the national minimum wage will increase by 20p an hour to £6.70 from October, benefitting more than 1.4 million workers."
Output,@DFID_UK committing £20m more for Syria’s children – what will others do? Chance to step up today #ChildrenofSyria
Output,"With 27 days to #GE2015, my RecordofAction #27 in #ElmetandRothwell is securing better transport schemes in #Leeds"
Output,8.40 @BBCr4today Discussing why govt should drop its support for #SaatchiBill today; reduces patients' protection & takes research backwards
Output,.@EricPickles meets jewellery designers in Leicester who will benefit from the #GrowthDeal
Output,The @Conservatives are rewarding work by increasing the minimum wage. Watch to learn more:
Output,Great event at Milton Park Sch linking in Children's centre and pre-school. All working together to ensure that no child is left behind.
Output,Please RT.....Life saving initiative comes to Deal . @DealTownFC @Deal_Town @CharlieElphicke @Dunkerleys @Kent_999s
Output,Congratulations to all who negotiated #CSW57 conclusions - great achievement. @DFID_UK @ukhomeoffice @UKUN_NewYork
Output,.@hbaldwinmp We are increasing the childcare offer and introducing tax free childcare #womenandequalities
Output,"Great video on the success of the @HitzRugby project. I've seen the results - confident, resilient young people."
Output,Pleased to help Sudbury Tenants facing eviction
Output,Youth unemployment in Dover & Deal down 33% to 375 in past year. Our long term plan is providing more opportunities for young people
Output,5 YEARS AGO TODAY: Labour left behind a record peacetime deficit - and this note.  Don't let anyone forget - RETWEET.
Output,@AlanMakMP and I are out supporting our small businesses in Havant. #SmallBusinessSaturday @SmallBizSatUK
Output,Alun Cairns got it done in 3hrs 34minutes. First MP home. The boy is wasted in politics
Output,"@kittykat_3372 Lol! Yes, being able to quickly deport suspected terrorists will be an appalling blow to our national security..."
Output,Our police reforms are working. See this infographic and please RT to spread the word &gt;
Output,I said we wouldn't pay £1.7bn on December 1st. We've now halved the bill and will pay nothing until next July. We're delivering for Britain.
Output,Good morning in Raynes Park yesterday.   Work on embankment will start by end March
Output,Launched  at Oaklands this morning. Helping apprentices and local businesses get together
Output,Back Zac's action plan to improve the capacity & reliability of Greater London’s transport system #BetterTransport
Output,Pleased that we are looking at practical ways to increase the intake capacity at Lavenham Primary School
Output,We've already created 1.8m apprenticeships - and now we’re going even further. Please RT this important post:  #CPC14
Output,"Really pleased to see Chancellor put £115m into homelessness -@WalkerWorcester, could you push for some of that to come #Worcester's way?"
Output,Number of new affordable homes in England jumps by 55% & we will work to do more:
Output,Osborne: 90% of schools that will benefit from national funding formula will be moved to the new system by the end of this Parlt #budget2016
Output,Very pleased: £1.8m funding given to #Bath & NE Somerset Council by Gov't after months of lobbying by Council & MPs
Output,I can't see any logic at all in the proposed Referendum amendment. It has no chance of going through & could easily derail the Wharton Bill.
Output,The sweetometer in Rochester has many white (don't know) sweets. But Reckless on NHS will see them go blue not purple
Output,.@NHSCCPress @StevekellGP Congrats  on your fantastic work: great to see frontline clinicians leading cutting-edge innovation for patients
Output,"Huge 2m new private sector jobs. 5,500 more people in work each day. #Conservatives are getting people back into work"
Output,PM: Today's encouraging #GDP growth figures another sign we are turning a corner & building an economy for hardworking people #GlobalRace
Output,A tax cutting agenda:  #taxcuts
Output,"Labour chair defects to @Conservatives: “Labour's constantly failing to address concerns of ppl who really work hard"""
Output,"£900m boost for small business finance, plus more funding for lending to SMEs. Excellent .@George_Osborne #AutumnStatement"
Output,@LabourEoin just remind me what the deficit was in 2010 and how much it has been reduced since then? Even Ed Balls is admitting it now.
Output,This has been a shocking case. Treatment of rape victims must improve.
Output,"@mariacaulfield: Very pleased to push the case for the second rail mainline for Sussex, in the Commons today"
Output,We transformed people’s lives by creating the NHS in 1948. Find out what brilliant achievements have been made since:
Output,5 more years of Tory wage & low pay failiure could cost £9 billion more in social security benefits - @RachelReevesMP
Output,The MoD spends £8 million a year on TV advertising to encourage people to join the armed forces
Output,Labour can avoid financial catastrophe by introducing a wealth tax on members who own £1 million+ properties:
Output,"The Tories and George Osborne added £255 billion  more to national debt in 5 years than Labour did in 13, including 2008 banking collapse"
Output,I signed petition calling on Govt to stop removing disability benefit ESA during #fitforwork appeals:
Output,At Party Conference this year I will propose membership fee of £1000 for those who own property worth £1million+
Output,"ONS data published today shows growth in manufacturing output of 4.4% over the year to April 2014, consistent with the great news on jobs"
Output,Britain’s first new high street bank in 100 years warns leaving the EU would have “adverse effect” on its business:
Output,"@Andrew_S_Hatton the rising violence, drug & alchohol finds in the past 5 years is a fact & is consequence of policy. Plenty of evidence"
Output,Prevention and community work v important. New approach needed. Boris' 'lock em all up' policy has failed #LammyLive  Quoted: @DavidLammy #LammyLive What would you do to address the increase in serious youth (knife) violence in London?
Output,[3/3] I will also support moves to abolish exploitative zero-hours contracts.
Output,"BBC Fact Check looks at Tory childcare policy and concludes ""the Conservatives have not set aside enough money to pay for this policy"""
Output,MPs demand BBC tackles inequality in Midlands ahead of Parliament debate  @RichardBurdenMP @Mark_Spencer #BBcMidBias
Output,Youth unemployment is down by 47% in #Newmarket since April last year #LongTermEconomicPlan is working
Output,"The Annual Investment Allowance will rise to £200,000 from this year. A real boost to SME’s in Britain. #budget2015"
Output,"Our plan Raise the employment rate of #Yorkshire & North Lincs so that there are over 100,000 more employed here during the next parliament"
Output,Birmingham City Region sign a Historic Devolution Deal  @ChrisPincher @Mike_Fabricant @Mark4WyreForest @HBaldwinMP
Output,"Since 2010 3,570 people have started an apprenticeship in Southampton Itchen, giving young people the chance to earn while they learn."
Output,@Faeriefruitcake It's too early to say for sure but academies roll out has coincided with an overall improvement in English schools.
Output,"Oops! Tory migration target WILL be missed, says independent OBR, buried in its document today"
Output,"Two years after launch, has Big Society Capital met expectations and how is social investment progressing in the UK?"
Output,Congratulations to all of the agencies involved in this turnaround in the lives of young people
Output,We'll extend Robin Hood line and go ahead with HS2- removing threat that it would be cancelled under Ed Miliband/SNP government
Output,"unbelievable, but true I discover tonight. Syrian refugee placement across the UK to be run by G4S."
Output,"Court of Appeal allows smoking on Crown Estate. That includes palaces, prisons and Ascot race course I believe"
Output,Miliband on Marr confirms that Labour WON'T promise an in/out referendum on the EU. Only @David_Cameron can and will.
Output,"@oxted Well if they are not abolishing it and can't say how much money the policy would raise, then what exactly is the change?"
Output,And Labour makes no commitment to match Conservative plans to spend £163B on new equipment that our Armed Forces need to keep Britain secure
Output,Good to see the improvement work going on at Torquay Station today.
Output,I'm collecting old mobile phones for charity  to help autistic children. If you want to help too pls bring old phones to town hall.
Output,"Let's see how Labour runs the NHS, here are the stats from Wales"
Output,"If a tenant chooses to move, LAs will be able to continue the lifetime tenancy in some circs as per regs Tbc. Downsizing is a good eg 3/3"
Output,A strong #NHS needs a strong economy - and that's what the @Conservatives will deliver:
Output,Excellent news about the record low tax gap in UK - Govt work to ensure tax is paid is vital to fix the deficit
Output,"Tories' New Homes Bonus redistributes money from poorer councils to richer ones, & isn't delivering the homes we need"
Output,Tory MPs waffle for four hours so bill to stop disintegration of NHS can't be heard
Output,"While George Osborne offers Million pound tax cuts to Millionaires, we will crack down on Tax dodgers to help..."
Output,It's moving. Formal police investigation under way into Lambeth sex abuse . Will be (re)giving evidence soon.
Output,"If you’re proud of Labour’s history on women’s rights, RT → #IWD2016"
Output,With @KerieAnnie of @macmillancancer - working together to stress that early Cancer diagnosis is the key
Output,Top US Military General: Brexit would weaken the West's war on terror:
Output,Allister: Getting out of EU would be liberating for agri industry
Output,Lambeth sex abuse enquiry now officially underway. Tom Pettifor and Sunday Mirror crucial in finding new evidence
Output,1/2 I've secured a commitment from LINK to install more than 300 new free-to-use cash machines
Output,Lincolnshire ambulances respond two minutes slower than three years ago
Output,From @AdamAfriyie: A lesson from South Shields – why we need to legislate for an EU referendum
Output,"Tory Manifesto: North East Chamber of Commerce says prospect of EU referendum or worse still EU exit casts ""dark cloud over our economy""."
Output,The EU referendum will be on 23 June: the only choice for a stronger and safer Britain is to vote ‘Remain’.
Output,📻 Justine Greening on plan to take in thousands of extra Syrian refugees. #wato
Output,This would make massive difference. One children's centre in Manchester has reg births for 10 years - changed lives  Quoted: #1001CriticalDays.Birth registration should be offered by registrars in local children's centres services.
Output,@David_Cameron announces a new generation of #royalnavy frigates to be built on the #clyde my home turf. Real jobs
Output,"The number of unemployed claimants in North Swindon in April 2013 was 2,090, 107 lower than April 2012 - encouraging progress again"
Output,Millions of Iraqis are being terrorised by Daesh – we’re helping them survive:  &
Output,Found out 73% of 65s+ across Tees & S Durham had flu vaccine last yr - among best in country. Sadly 35% of pregnant mothers was among lowest
Output,"£1,000 discount on business rates for all high street premises in England. Will @WelshGovernment do the same?"
Output,Signing the Arms Trade Treaty on behalf of the #UK #ArmsTreaty #TimeToSign
Output,.@gaenorbagley signed the Armed Forces Covenant to commit our support to the Armed Forces @DefenceHQ @DRM_Support
Output,Capital gains tax down from 18% to 10% for basic rate taxpayers.  Great encouragmt saving by as many as possible. Higher rate down to 20%
Output,'As David Cameron chillaxes Tory tax credit cuts are attacking working people'
Output,Anger as funding cuts leave vulnerable teenagers at #Norwich training centre ‘high and dry’:
Output,"Labour will build 200,000 homes a year and create up to 230,000 construction jobs. @EmmaReynoldsMP's speech today:"
Output,I signed letter to President of China calling for his support in ending ivory trade. You can read it here:
Output,The clean up cost will be £1 billion+. government  should ensure the furnace and coke ovens are re-usable.  Quoted: Tory MP dismisses calls to save Redcar steel plant
Output,My amendment 2 to serious crime Bill on child abuse and Official Secrets Act now has 10 MP signatories
Output,Every politician  in Notts should be shouting about the 6 new heroin deaths and why privatised services are a major contributory factor
Output,"Cancer patients are at risk of losing their homes due to Government cuts, warns @macmillancancer. Details:"
Output,Government finally backs my calls to end big bonuses at Network Rail. Time now to focus on safety at level crossings
Output,Gender pay gap in West Midlands is 20.2%. Women still earn on average 80p for every £1 earned by men. Not good enough! Time for equal pay.
Output,What happened to aspiration? Osborne freezing in-work benefits for 4 years will be costly for workers
Output,WATCH: Comedian and former NHS worker Jo Brand on why a vote for Labour means a vote to keep the NHS alive:
Output,"Sir Michael Rose, former commander of the SAS, believes that it is the safer choice to take back control."
Output,Q1 @ONS figures show UK GDP grew 0.8%. That’s the 5th consecutive period of growth. #LongTermEconomicPlan working:
Output,"Deficit to be gone 1 year earlier than expected last year. Britain on right track, plan working - don't go back. #Budget2015"
Output,My plan working - S Somerset in vanguard national project to integrate health&social care. NHS CEO:
Output,Greece needs massive debt relief and pro-market structural reform and support. Neither EU nor Syriza offer this.
Output,Youth Contract; Child Benefit; Bedroom tax; Universal Credit & now PiP... every welfare reform the govt touches adds to the #shambles.
Output,A lively PM session @SueACarroll in Cheadle Hulme where residents raise concerns about crime & anti social behaviour
Output,Why Brexit would be a disaster for your employment rights
Output,Must read by my colleague @SKinnock why Brexit would be disastrous for British steel
Output,Why Brexit could be Britain’s biggest diplomatic disaster  #Brexit #Marr #EUref #Cameron
Output,Bernard Connolly: why Brexit is good for small companies - MoneyWeek
Output,"When poverty this bad, govt policies set to make it worse & we're 5th richest economy, then we have A PROBLEM"
Output,I am absolutely committed to taking on terrorism in the most vigorous way possible but I do not believe the Govt policies will do this!
Output,@SandraJLloyd unemployment low by historical standards & compared with much of EU. Inequality & homelessness result of Tory Govt policies.
Output,@smugs59 if you drop me a line with your detailed concerns will put them to the council. Tory Govt policies making homelessness much worse.
Output,@HeccyBen bit of both. Policies not bad but no overarching compelling vision & big deficits on economic trust & leadership.
Output,@BenPBradshaw @HarryLangford I've joined to vote for #Corbyn4Leader. His balance of life policies make economic sense! Never voted @UKLabour
Output,@prevostjm they're massively oversubscribed big rise in homelessness result of range of Govt policies e mail & will send details
Output,@JessicaaO_o agree big & growing problem driven mainly by Government policies. @ExeterCouncil doing its best but need to address causes.
Output,@psychotimmy agree big & growing problem driven mainly by Government policies @ExeterCouncil doing their best but need to address causes
Output,@Kay_Lockwood strong policies - see
Output,UK Manufacturing output grows by 1.3% in first Quarter! Total Output grows by 3.1% on year! Anyone for Plan B? Balls?
Output,Great news for Lancashire yet again manufacturing output grew in Q3!
Output,@BKWhittingham fact: poor got richer under Mrs T. Fact: manufacturing output rose under Mrs T; Fact: under labour most pits closed (83).
Output,"Further good news on economy: IMF forecast fastest growth in G7 this year, plus 3 year high in manufacturing output. Time to talk up UK plc!"
Output,An extra £700 million has been promised for flood defences amid warnings of the rising risk of extreme weather events. #budget2016
Output,"New Lifetime ISA for under-40s: put in £4,000 in a year, the Government will give you £1,000 top up.  #Budget2016"
Output,Derby and Nottingham devolution plan would be a disaster for Bassetlaw - more here:
Output,Treasury Committee today: I told Osborne cuts to tax credits would be a political disaster for him and the country
Output,"Graham Brady MP: the proposed EU deal does not represent ""fundamental change"" #Murnaghan"
Output,"""The top earners are paying but tax than before"" says @Royston_Smith."
Output,Osborne's cuts send Northampton back to the 1930s...
Output,Great news that the Appointment Business Case for the new Royal Liverpool Hospital has been approved
Output,MUST read: 50 days until the general election - here are 50 cuts the Coalition has made
Output,I signed petition to tell @MartinShkreli to reverse 5000% price rise on HIV meds. Outrageous exploitation.  @sumofus
Output,"We had a very productive meeting with Sports Minister @HelenGrantMP on updating the audit of London’s playing fields, thanks to @KateHoeyMP"
Output,Good news: Single carriageway speed limits for lorries to rise
Output,"New funding for community groups launched by @GMPCC. Find out how to apply for your slice of £900,000"
Output,"""Disposable income went up last year"" said Cameron at PMQs. But it has gone down since 2010"
Output,PM launches Reshore UK: “I want us to help businesses bring back production to Britain.”  #GlobalRace
Output,"The U.K. needs an industrial strategy, without this we will see further industrial collapse and no productivity.  Quoted: @RachaelMaskell We allow our great industries to 'disappear' by default - coal, shipbuilding, fishing. Can't be allowed to happen to steel."
Output,"Opened @3aaaUK in York this morning, launching young people into careers in IT and Digital Marketing through apprenticeships."
Output,I worked in the #NHS under the last Tory & @UKLabour gvmt & then the coalition. Only Labour sorted out the NHS.  Quoted: Mail's fantasy world on @UKLabour Govt that left #NHS with record low waits/record high patient & staff satisfaction
Output,"General Election 2015: Nigel Farage offers no policies for women, admits female Ukip candidate who is 'offende..."
